866,1,282000
220,1,846000
946,1,953000
397,1,953000
486,1,582000
870,1,873000
981,1,166000
76,1,168000
734,1,11000
847,1,217000
411,1,309000
198,1,745000
973,1,727000
893,1,564000
639,1,482000
679,1,557000
903,1,870000
994,1,530000
616,1,771000
331,1,380000
611,1,351000
396,1,227000
892,1,635000
775,2,94000
823,2,164000
318,2,857000
474,2,392000
248,2,272000
808,2,864000
593,2,904000
439,2,56000
676,2,352000
412,2,134000
207,2,544000
708,2,191000
952,2,883000
95,2,681000
544,3,273000
323,3,430000
316,3,819000
868,3,10000
289,3,579000
813,3,885000
937,3,667000
724,3,554000
475,3,435000
259,3,583000
92,3,965000
281,3,990000
106,3,647000
921,3,790000
991,3,333000
561,3,444000
903,3,96000
710,3,601000
437,3,933000
287,3,16000
584,3,892000
503,3,332000
894,3,42000
800,3,194000
638,3,255000
53,3,374000
137,3,567000
332,3,361000
39,3,915000
643,3,860000
550,3,961000
984,3,243000
478,3,281000
499,3,639000
60,3,933000
989,3,519000
788,3,742000
250,3,852000
225,3,865000
237,3,354000
163,3,927000
245,4,701000
303,4,616000
583,4,455000
783,4,247000
157,4,886000
791,4,43000
178,4,902000
373,4,947000
655,4,968000
203,4,286000
914,4,653000
524,4,280000
195,4,561000
742,4,164000
657,4,234000
552,4,946000
154,4,288000
463,4,32000
826,4,710000
106,4,377000
151,4,839000
882,4,455000
486,4,303000
441,4,94000
851,4,24000
602,4,699000
45,4,915000
741,4,797000
225,4,865000
867,4,318000
481,4,31000
1000,4,811000
900,4,521000
964,4,881000
487,4,844000
874,4,496000
92,4,448000
554,4,410000
480,4,143000
462,4,421000
381,4,809000
352,5,789000
949,5,677000
733,5,267000
677,5,122000
658,5,77000
152,5,751000
664,5,535000
275,5,918000
478,5,11000
594,5,517000
571,5,492000
954,6,804000
637,6,448000
626,6,340000
509,6,201000
604,6,623000
272,6,676000
636,6,131000
705,6,168000
582,6,640000
132,6,947000
173,6,230000
999,6,41000
766,6,385000
856,6,346000
675,6,373000
551,6,547000
265,6,964000
417,6,861000
793,6,211000
540,6,326000
102,6,387000
64,6,865000
56,6,241000
510,6,241000
292,6,616000
565,6,271000
720,6,76000
377,6,389000
725,6,76000
465,6,868000
664,6,849000
261,6,625000
394,6,845000
993,6,986000
66,6,533000
661,6,692000
689,6,15000
118,7,13000
438,7,873000
862,7,708000
681,7,252000
639,7,511000
734,7,414000
949,8,357000
42,8,907000
612,8,575000
587,8,425000
328,8,163000
30,8,132000
370,8,764000
427,8,389000
65,8,445000
48,8,601000
979,8,91000
334,8,229000
100,8,260000
305,8,345000
936,8,954000
306,8,168000
838,8,242000
957,8,847000
880,8,729000
750,8,653000
797,8,908000
615,8,151000
489,8,85000
229,8,169000
998,8,895000
239,8,652000
690,8,993000
918,8,257000
153,8,137000
277,8,52000
686,8,438000
279,8,837000
493,8,790000
759,8,10000
394,8,93000
487,8,261000
206,8,168000
920,8,173000
103,8,835000
214,8,993000
964,8,507000
446,8,676000
569,8,280000
977,8,682000
950,8,753000
294,8,328000
650,8,690000
30,9,363000
40,9,559000
502,9,666000
295,9,503000
71,9,472000
227,9,106000
557,9,618000
69,9,755000
868,9,475000
806,9,908000
840,9,432000
575,9,557000
586,9,642000
621,9,288000
443,9,865000
186,9,125000
546,9,349000
581,9,776000
127,9,300000
118,9,849000
560,9,37000
397,9,103000
463,9,473000
310,9,970000
155,9,472000
52,9,971000
434,9,935000
697,9,446000
174,10,609000
597,10,43000
946,10,815000
283,10,762000
896,10,823000
583,10,173000
124,10,620000
536,10,518000
737,10,268000
120,10,603000
299,10,698000
709,10,802000
287,10,982000
671,10,607000
33,10,227000
118,10,704000
64,10,710000
45,10,93000
974,10,365000
392,10,625000
258,10,870000
151,10,378000
455,10,361000
592,10,933000
727,10,315000
529,10,857000
491,10,457000
635,10,262000
253,10,311000
98,10,669000
909,10,639000
542,10,365000
775,11,986000
289,11,636000
462,11,386000
371,11,788000
435,11,488000
66,11,649000
811,11,314000
924,11,447000
936,11,762000
353,11,750000
72,11,632000
92,11,441000
428,11,458000
962,11,139000
457,11,508000
119,11,978000
156,11,698000
304,11,551000
225,11,754000
923,11,875000
587,11,79000
336,11,937000
281,11,756000
402,11,780000
472,12,135000
834,12,600000
446,12,677000
733,12,860000
420,12,974000
113,13,653000
528,13,23000
739,13,847000
662,13,573000
69,13,66000
965,13,164000
876,13,363000
318,13,766000
616,13,834000
607,13,332000
743,13,991000
270,13,174000
330,13,359000
247,13,852000
738,13,775000
24,13,515000
175,13,748000
942,13,335000
363,13,772000
723,13,13000
251,13,768000
118,13,378000
628,13,752000
948,13,881000
258,13,572000
348,13,282000
190,14,599000
553,14,878000
277,14,228000
88,14,768000
583,14,917000
966,14,917000
76,14,302000
791,14,735000
309,14,375000
336,14,476000
441,14,991000
559,15,139000
305,15,551000
332,15,403000
74,15,869000
664,15,625000
84,15,203000
26,15,158000
788,15,321000
871,15,62000
209,15,446000
758,15,583000
526,15,887000
199,15,172000
726,15,797000
242,15,27000
464,15,736000
10,15,710000
101,15,502000
293,15,110000
867,15,783000
550,15,684000
55,16,288000
341,16,370000
598,16,640000
936,16,277000
653,16,206000
984,16,879000
869,16,198000
477,16,405000
738,16,940000
525,16,981000
288,16,792000
973,16,160000
939,16,676000
15,16,230000
405,16,836000
540,16,453000
586,16,642000
696,16,394000
899,16,304000
787,16,261000
449,16,754000
409,16,63000
964,16,351000
383,16,829000
323,16,147000
788,16,856000
563,16,515000
674,16,803000
18,16,447000
605,16,726000
208,16,605000
799,16,867000
701,16,414000
779,16,754000
257,16,696000
475,16,877000
124,17,188000
631,17,897000
471,17,917000
47,17,582000
419,17,886000
819,17,98000
151,17,607000
265,17,777000
870,17,775000
344,17,391000
159,17,356000
839,17,364000
761,18,470000
998,18,863000
879,18,987000
644,18,31000
311,18,465000
174,18,488000
352,18,529000
396,18,871000
2,18,120000
472,18,447000
149,18,541000
404,19,168000
969,19,798000
866,19,592000
710,19,826000
944,19,851000
326,19,303000
25,19,991000
137,19,784000
370,19,972000
948,19,154000
836,19,54000
606,19,671000
364,19,508000
992,19,396000
186,19,450000
78,19,759000
70,19,267000
178,19,168000
814,19,954000
683,19,915000
120,19,875000
773,19,309000
300,19,66000
568,19,683000
142,19,981000
580,19,520000
576,19,162000
535,19,413000
9,19,845000
393,19,220000
349,19,980000
312,19,523000
654,19,199000
377,19,54000
331,19,506000
504,19,184000
46,19,106000
624,19,832000
264,19,406000
104,19,678000
911,20,126000
651,20,113000
87,20,293000
77,20,948000
249,20,848000
771,20,610000
679,20,542000
230,20,104000
339,20,79000
80,20,268000
72,20,947000
94,20,61000
591,20,937000
629,20,324000
473,20,795000
807,20,449000
749,20,443000
565,20,544000
147,20,912000
22,20,920000
671,20,287000
56,20,545000
41,20,173000
540,20,261000
343,20,804000
66,20,163000
610,20,500000
566,20,134000
658,20,628000
859,20,635000
648,20,938000
154,20,462000
432,20,893000
187,20,594000
620,20,127000
26,20,149000
541,20,662000
816,20,765000
832,20,422000
966,20,519000
413,20,584000
308,21,28000
204,21,808000
43,21,378000
912,21,736000
203,21,119000
615,21,867000
128,21,862000
676,21,876000
23,21,920000
696,21,563000
45,21,161000
179,21,272000
742,21,430000
538,21,239000
997,21,799000
828,21,855000
222,21,341000
510,21,807000
70,21,240000
937,21,630000
701,21,467000
983,21,439000
756,21,115000
163,21,489000
798,21,243000
637,21,847000
514,21,368000
50,21,80000
73,21,429000
836,21,115000
406,21,243000
255,21,359000
875,21,300000
862,21,618000
391,21,172000
394,21,27000
16,21,395000
215,21,496000
253,21,344000
919,21,565000
653,21,172000
474,21,593000
590,21,653000
953,21,214000
224,21,261000
642,21,232000
408,21,137000
845,21,755000
68,21,534000
687,21,518000
590,22,486000
568,22,680000
424,22,734000
221,22,357000
468,22,162000
384,22,729000
364,22,428000
773,22,535000
440,22,523000
849,22,256000
835,22,368000
937,22,450000
174,22,39000
376,22,49000
411,23,214000
526,23,247000
75,23,366000
408,23,241000
335,23,52000
43,23,988000
880,23,243000
384,23,787000
574,23,833000
562,23,870000
476,23,512000
344,23,491000
640,23,71000
685,23,997000
568,23,605000
654,23,254000
511,23,888000
955,23,500000
410,23,130000
772,23,467000
492,23,465000
615,23,899000
308,23,728000
747,23,508000
251,23,960000
89,23,146000
66,23,683000
372,23,992000
598,23,301000
197,24,274000
500,24,128000
625,24,652000
406,24,527000
223,24,810000
854,25,149000
3,25,975000
451,25,422000
409,25,51000
887,25,377000
710,25,211000
668,25,702000
205,25,415000
282,25,635000
905,25,465000
956,25,428000
198,25,900000
95,25,590000
342,25,477000
383,25,70000
82,25,686000
285,25,826000
392,25,974000
13,25,694000
234,25,623000
35,25,906000
300,25,314000
995,25,192000
939,25,642000
60,25,270000
720,25,572000
18,25,26000
199,25,37000
