160,1,2013-8-1,12
895,1,2020-7-27,6
24,1,2017-2-27,6
634,1,2012-8-12,12
663,1,2012-11-13,30
522,1,2007-2-4,30
530,1,2015-10-11,18
280,2,2018-3-3,24
441,2,2019-9-15,30
938,2,2018-5-18,24
356,2,2015-3-3,6
134,2,2011-4-19,30
194,2,2009-3-7,24
617,2,2016-5-24,36
842,2,2014-12-12,6
289,2,2018-3-14,6
873,2,2014-3-28,12
929,2,2008-6-3,12
781,2,2005-6-15,24
934,2,2011-12-9,6
114,2,2019-2-9,36
588,2,2013-10-27,36
940,2,2014-12-27,30
41,2,2015-9-10,12
310,2,2012-11-4,24
315,2,2019-6-8,30
98,2,2020-12-28,30
461,2,2015-11-27,24
737,2,2016-4-27,18
380,2,2013-9-5,24
32,2,2008-1-26,30
460,2,2005-3-5,24
698,2,2013-9-12,30
66,2,2007-2-15,12
728,2,2019-1-18,24
301,2,2013-3-4,36
716,2,2011-3-16,36
111,2,2013-6-11,24
242,2,2018-11-8,36
410,2,2013-9-7,36
653,2,2017-8-18,6
241,2,2015-4-10,6
54,2,2007-10-14,36
167,2,2017-4-3,24
306,2,2008-5-11,6
702,2,2013-3-9,18
236,2,2019-7-26,30
136,3,2010-12-27,12
531,3,2006-1-9,18
758,3,2021-9-15,18
724,3,2012-3-21,24
489,3,2019-3-6,18
784,3,2017-7-1,24
915,3,2019-2-26,30
892,3,2018-10-16,12
762,3,2016-12-3,6
662,3,2018-9-17,24
225,3,2012-3-11,18
421,3,2010-5-15,30
998,3,2020-7-17,36
627,3,2014-6-20,36
443,3,2012-8-13,24
941,3,2021-1-13,36
720,3,2021-8-25,12
554,3,2008-12-2,24
77,3,2017-9-21,12
258,3,2014-5-17,12
942,3,2010-3-3,30
657,3,2016-3-28,6
862,3,2005-9-4,30
711,3,2012-5-26,24
510,3,2009-7-24,24
818,3,2019-10-17,36
334,3,2010-1-12,30
252,3,2006-5-10,12
793,3,2012-3-18,12
505,3,2012-4-24,30
909,3,2011-4-2,12
883,3,2016-3-22,6
588,3,2018-8-2,12
623,3,2011-7-4,24
417,3,2018-6-13,36
158,3,2012-2-18,30
747,3,2014-10-5,24
655,3,2008-11-17,6
85,3,2011-1-22,36
493,3,2011-7-7,30
934,3,2014-8-23,18
386,3,2020-2-15,36
93,4,2006-6-19,12
786,4,2005-4-21,24
869,4,2010-9-24,30
471,4,2015-11-24,30
171,4,2011-6-17,12
249,4,2018-12-23,12
882,4,2012-8-22,18
590,4,2018-8-13,12
43,4,2015-7-9,18
91,4,2020-10-24,36
878,4,2009-9-13,36
217,4,2019-12-15,6
915,4,2016-1-13,6
376,4,2019-4-10,36
741,4,2010-10-10,18
374,4,2017-4-18,30
876,4,2005-2-3,18
816,4,2012-6-25,18
450,4,2021-12-28,36
830,4,2018-10-28,24
467,4,2016-12-20,36
290,4,2007-7-14,18
207,4,2016-10-13,12
985,4,2015-11-7,18
216,4,2015-7-5,6
832,4,2013-8-15,12
341,4,2017-7-6,30
998,4,2012-11-10,18
226,4,2020-2-14,18
174,4,2010-7-17,24
787,4,2017-10-5,30
169,5,2014-11-23,30
785,5,2012-2-1,24
22,5,2012-5-12,24
493,5,2016-8-27,6
20,5,2017-6-21,6
524,5,2007-1-25,6
815,5,2019-3-4,12
731,5,2016-5-10,30
141,5,2011-12-4,12
88,5,2018-10-24,6
351,5,2017-1-21,36
630,5,2008-10-6,30
9,5,2014-6-2,36
268,5,2007-12-13,12
357,5,2006-6-20,24
623,5,2010-1-17,30
563,5,2016-4-8,24
571,5,2012-9-24,30
793,5,2012-10-5,30
109,5,2012-2-21,30
994,5,2008-4-26,6
897,5,2010-4-24,36
362,5,2010-4-28,6
385,5,2015-4-21,12
313,6,2007-4-18,36
711,6,2006-1-13,6
940,6,2015-1-5,12
117,6,2006-2-10,24
604,6,2020-9-2,24
862,6,2017-12-14,30
893,6,2006-11-13,18
790,6,2005-5-10,36
106,6,2008-7-2,24
808,6,2018-5-11,30
743,6,2006-5-15,12
78,6,2005-6-28,18
685,6,2016-2-6,18
234,6,2016-8-13,24
60,6,2014-12-3,30
605,6,2010-6-27,24
859,6,2015-2-9,18
797,6,2020-12-7,18
518,6,2018-4-19,24
136,6,2011-7-8,12
433,6,2009-6-8,18
853,6,2011-3-2,6
400,6,2017-1-26,12
308,6,2021-6-27,6
918,6,2013-3-4,30
145,6,2011-10-26,30
643,6,2005-11-27,30
240,7,2013-6-8,30
749,7,2012-4-19,36
351,7,2017-5-6,24
363,7,2019-2-3,6
656,7,2021-4-28,36
642,7,2010-10-2,6
425,7,2016-12-22,6
134,7,2014-1-9,6
558,7,2008-9-13,24
542,7,2005-5-27,36
400,7,2005-1-21,12
135,7,2009-5-15,30
187,7,2008-9-9,24
401,7,2009-7-1,30
525,7,2016-8-27,18
589,7,2013-10-21,36
81,7,2019-1-16,36
398,7,2017-11-25,18
75,7,2018-10-12,12
350,7,2019-2-19,30
380,7,2008-9-1,6
40,7,2008-8-9,24
784,7,2011-11-28,24
791,7,2020-12-13,6
867,7,2018-4-11,36
829,7,2015-1-9,30
